 Lista de Imóveis da Caixa,Unnamed: 1,Data de geração:,05/01/2024,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
 8444405514256 ,GO ,CAMPOS BELOS ,St. Bom Retiro ,"RUA 1, N. SN, LT 17, QD 01A, ZN D ","52.649,00","95.000,00",44.58,"Casa, 0.00 de área total, 59.12 de área privativa, 187.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405514256
 8444409293912 ,GO ,CAMPOS BELOS ,SETOR CRUZEIRO ,"RUA JOAO PAULO II, N. SN, QD 30, LT 09-D ","43.227,60","78.000,00",44.58,"Casa, 0.00 de área total, 63.00 de área privativa, 90.40 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409293912
 8444406043079 ,GO ,CAMPOS BELOS ,SETOR AEROPORTO ,"RUA 	ROSALVO DE CARVALHO, N. S/N, QD T, LT 55-G ","51.002,99","90.000,00",43.34,"Casa, 0.00 de área total, 64.13 de área privativa, 311.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406043079
 8444407427822 ,GO ,CAMPOS BELOS ,SETOR AEROPORTO ,"RUA 6-A, QD S, LT 29-A - casa 0 ","45.519,30","80.323,46",43.34,"Casa, 0.00 de área total, 62.00 de área privativa, 90.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407427822
 1555524826140 ,GO ,CAMPOS BELOS ,SETOR BREJINHO ,"R 27 QUADRA QS-5, N. S/N, LT 24 ","25.800,00","43.000,00",40.00,"Terreno, 0.00 de área total, 0.00 de área privativa, 454.25 de área do terreno.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555524826140
 1555518384653 ,GO ,CAMPOS BELOS ,St. Cruzeiro ,"AVENIDA AVELINO ANTONIO MENDES, N. SN, LT 02, QD 30 ","80.103,99","124.000,00",35.41,"Casa, 0.00 de área total, 87.02 de área privativa, 185.25 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555518384653
 8444408548445 ,GO ,CAMPOS BELOS ,ST DOM ALANO ,"AVENIDA ALAMEDA DO SALOBRO, N. SN, QD 21-C, LT 09-F ","71.500,00","110.000,00",35.00,"Casa, 0.00 de área total, 65.00 de área privativa, 155.34 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408548445
 1444400417297 ,GO ,CAMPOS BELOS ,SETOR INDUSTRIAL ,"RUA CORONEL JOSE LICINIO DE MIRANDA, N. 262, LOT 05 QD V4 ","98.500,00","98.500,00",0.00,"Casa, 75.89 de área total, 75.89 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400417297
 1444400996742 ,GO ,CAMPOS BELOS ,BURITIS ,"RUA RUA MARIA ROSA DE OLIVEIRA, N. S/N, 1931, N. S/N, LOTE DE TERRA DE Nº 31 DA QUADRA 19, Z ","164.000,00","164.000,00",0.00,"Casa, 108.16 de área total, 78.16 de área privativa, 200.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400996742
 1444401167456 ,GO ,CAMPOS BELOS ,SETOR INDUSTRIAL ,"AVENIDA DAS INDUSTRIAS, N. S/N, LT 73A QD M ","115.000,00","115.000,00",0.00,"Casa, 74.49 de área total, 74.49 de área privativa, 190.68 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444401167456
 1444407419112 ,GO ,CAMPOS BELOS ,SETOR INDUSTRIAL ,"RUA RUA EDNA COSTA OLIVEIRA, N. 0, LT 4-C, QD U, ZONA J ","128.500,00","128.500,00",0.00,"Casa, 102.18 de área total, 102.18 de área privativa, 139.95 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407419112
 1555513653478 ,GO ,CAMPOS BELOS ,BURITIS ,"AVENIDA SERGIPE, N. SN, LT03, QD 14 ","229.000,00","229.000,00",0.00,"Casa, 175.43 de área total, 175.73 de área privativa, 412.50 de área do terreno,  4 qto(s), WC, 3 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555513653478
 8444401681182 ,GO ,CAMPOS BELOS ,SETOR BOM RETIRO ,"RUA 1, N. S/N, LT 14 QD 1A ZONA J ","120.000,00","120.000,00",0.00,"Casa, 77.43 de área total, 77.43 de área privativa, 350.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401681182
 8444404100431 ,GO ,CAMPOS BELOS ,SETOR INDUSTRIAL ,"RUA RUA VERDE, N. 0, LT 74E, QD M ","114.000,00","114.000,00",0.00,"Casa, 74.49 de área total, 74.49 de área privativa, 157.28 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404100431
 8444404374620 ,GO ,CAMPOS BELOS ,SETOR BEM BOM ,"RUA RUA EZILO GANDARA, N. 0, LT 15B, QD 51, ZONA D ","105.000,00","105.000,00",0.00,"Casa, 65.83 de área total, 65.83 de área privativa, 136.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404374620
 8444406125059 ,GO ,CAMPOS BELOS ,SETOR CRUZEIRO ,"TRAVESSA CARMINA PONTES DE BRITO, N. SN, LT 1-E - QD 20-A ","108.000,00","108.000,00",0.00,"Casa, 64.13 de área total, 64.13 de área privativa, 154.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406125059
 8555512054617 ,GO ,CAMPOS BELOS ,MORADA NOVA ,"RUA 5, N. S/N, LT 04 B QD 01 ","86.000,00","86.000,00",0.00,"Casa, 50.73 de área total, 50.73 de área privativa, 96.56 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555512054617
 8444413908454 ,GO ,CAMPOS BELOS ,CENTRO ,"RUA RUA 41-A, N. 0, LT 18, qd 04 ","110.000,00","110.000,00",0.00,"Casa, 66.83 de área total, 66.83 de área privativa, 160.27 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444413908454
 8444402965010 ,GO ,CAMPOS BELOS ,SETOR CRUZEIRO ,"AVENIDA AVENIDA PERIMETRAL, N. 0, LT 1-A, QD 30 ","96.667,33","96.500,00",0.00,"Casa, 68.15 de área total, 68.15 de área privativa, 91.12 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402965010
 1444400066923 ,GO ,CAMPOS BELOS ,SETOR VILA BAIANA ,"RUA  JOAQUIM JOSE O. FILHO (QUINO), N. SN, LT 04, QD 1-A, ZONA F ","120.718,73","116.000,00",0.00,"Casa, 83.00 de área total, 83.00 de área privativa, 285.67 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400066923
 8444404092471 ,GO ,CAMPOS BELOS ,SETOR INDUSTRIAL ,"AVENIDA DAS INDUSTRIAS, N. S/N, LT 74A QD M ","96.765,94","92.300,00",0.00,"Casa, 74.49 de área total, 74.49 de área privativa, 163.42 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404092471
 8555513497385 ,GO ,CAMPOS BELOS ,Setor Tomazinho ,"RUA 12A, N. SN, QD 19 LT 14 ZONA G ","87.200,54","82.000,00",0.00,"Casa, 52.14 de área total, 52.14 de área privativa, 200.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555513497385
 8444406142581 ,GO ,CAMPOS BELOS ,SETOR MORADA NOVA ,"RUA RUA BELITA SANTOS ALMEIDA, N. 0, LT 09B, QD 03 ","113.705,68","100.000,00",0.00,"Casa, 69.14 de área total, 69.14 de área privativa, 250.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406142581
 1444417993601 ,GO ,CAMPOS BELOS ,SETOR AEROPORTO ,"RUA RUA ROSALVO DE CARVALHO, N. SN, QD X, LT 17A ","155.501,15","102.500,00",0.00,"Casa, 70.00 de área total, 70.00 de área privativa, 140.88 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417993601
 1444400594385 ,GO ,CAMPOS BELOS ,SETOR INDUSTRIAL ,"RUA CORONEL JOSE LICINIO DE MIRANDA, N. S/N, LT 06 QD M1 ","146.447,65","87.000,00",0.00,"Casa, 78.24 de área total, 78.24 de área privativa, 298.22 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400594385
 10159824 ,GO ,CATALAO ,RESIDENCIAL LEBLON ,"RUA MARIANA, N. 150, LT13, QD14 ","634.987,50","875.000,00",27.43,"Comercial, 0.00 de área total, 314.09 de área privativa, 300.00 de área do terreno.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10159824
 8444424351561 ,GO ,CATALAO ,RESIDENCIAL PORTAL DO LAGO II ,"RUA RUA M-13, N. 55, QD 08, LOTEAMENTO PORTAL DO LAGO II ","190.000,00","190.000,00",0.00,"Casa, 74.00 de área total, 74.00 de área privativa, 1000.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424351561
 8555516660716 ,GO ,CIDADE OCIDENTAL ,MANSOES RECREIO ESTRELA D'ALVA III ,"QD 117 LT 21, N. 08, AVENIDA 07 UNIDADE 08 ","43.200,00","108.000,00",60.00,"Casa, 0.00 de área total, 56.00 de área privativa, 121.92 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555516660716
 8444400117160 ,GO ,CIDADE OCIDENTAL ,MANSOES RECREIO ESTRELA D'ALVA III ,"QUADRA 112 (AVENIDA 01), N. S/N, QD 112, LT 14, CS 03 ","55.550,00","101.000,00",45.00,"Casa, 0.00 de área total, 53.78 de área privativa, 118.90 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400117160
 8787706238897 ,GO ,CIDADE OCIDENTAL ,Mans. Tapera Florida ,"RUA II, N. SN, Apto 206, MANSÃO 02 ","65.395,59","118.000,00",44.59,"Apartamento, 107.92 de área total, 59.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706238897
 8444404405739 ,GO ,CIDADE OCIDENTAL ,PARQUE NAPOLIS B ,"QUADRA 77, N. S/N, CS 03, LT 28 ","64.287,19","116.000,00",44.59,"Casa, 0.00 de área total, 54.04 de área privativa, 112.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404405739
 8444417404000 ,GO ,CIDADE OCIDENTAL ,PARQUE NAPOLIS A ,"QUADRA 47 (RUA 12), N. S/N, Apto 102, QD 47, LT 25 ","60.407,79","109.000,00",44.59,"Apartamento, 0.00 de área total, 50.86 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417404000
 8444423242645 ,GO ,CIDADE OCIDENTAL ,PARQUE ARAGUARI ,"QUADRA 38, N. SN, Apto 304, LT  13, RUA FERNANDO DE NORONHA ","59.576,49","107.500,00",44.59,"Apartamento, 0.00 de área total, 49.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423242645
 8787707377114 ,GO ,CIDADE OCIDENTAL ,PARQUE ARAGUARI ,"QUADRA 54, N. S/N, Apto 201, LOTE 04 ","63.878,27","115.262,14",44.59,"Apartamento, 85.27 de área total, 50.77 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707377114
 8444425045600 ,GO ,CIDADE OCIDENTAL ,PARQUE NOVA FRIBURGO A ,"Q QUADRA 4 - RUA 04, Apto 201, QD 04, LT 39 ","65.395,59","118.000,00",44.59,"Apartamento, 0.00 de área total, 52.59 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425045600
 8444426917198 ,GO ,CIDADE OCIDENTAL ,PARQUE NOVA FRIBURGO A ,"QD 04 LT 29, Apto 102 ","60.961,99","110.000,00",44.59,"Apartamento, 0.00 de área total, 50.29 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426917198
 8444411182146 ,GO ,CIDADE OCIDENTAL ,PARQUE NOVA FRIBURGO B ,"Q QUADRA 54, N. SN, Apto 102, LT 02 - RUA 4 - COND RES NOVA ESPERANÇ ","59.299,39","107.000,00",44.59,"Apartamento, 124.73 de área total, 63.86 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411182146
 8444413588689 ,GO ,CIDADE OCIDENTAL ,PARQUE NOVA FRIBURGO B ,"QD 55 - LT 32 - RUA 25, Apto 103, LOTEAMENTO PARQUE NOVA FRIBURGO ","56.923,05","102.712,12",44.59,"Apartamento, 0.00 de área total, 50.08 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444413588689
 8444425018920 ,GO ,CIDADE OCIDENTAL ,PARQUE NOVA FRIBURGO B ,"QUADRA 16, N. SN, Apto 101, LT 25, RUA 05, RES MOROCINI XI ","64.841,39","117.000,00",44.59,"Apartamento, 0.00 de área total, 51.84 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425018920
 8555514099456 ,GO ,CIDADE OCIDENTAL ,MANSOES RECREIO ESTRELA D'ALVA III ,"QUADRA 113, N. SN, AV 01 CS 06 LT 09 ","56.815,13","102.517,38",44.59,"Casa, 61.04 de área total, 61.04 de área privativa, 112.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555514099456
 8787706415730 ,GO ,CIDADE OCIDENTAL ,Mans. Tapera Florida ,"MANSÃO 04, N. SN, Apto 102, BL D ","60.962,00","110.000,00",44.58,"Apartamento, 0.00 de área total, 54.80 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706415730
 8555527079050 ,GO ,CIDADE OCIDENTAL ,CENTRO ,"Q SQ 9, N. SN, CS 170, LT 01 ,TIPO C ","49.878,00","90.000,00",44.58,"Casa, 84.16 de área total, 38.70 de área privativa, 84.16 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555527079050
 8555535349583 ,GO ,CIDADE OCIDENTAL ,CENTRO ,"Q SQ 9, CASA 12,  LT 01, TIPO C ","44.336,00","80.000,00",44.58,"Casa, 61.98 de área total, 38.70 de área privativa, 84.16 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535349583
 8555529747653 ,GO ,CIDADE OCIDENTAL ,MANSOES SULESTE ,"QUADRA D, N. SN, Apto 102, BL A, LT 14, COND RES GARDEN VILLE ","60.186,12","108.600,00",44.58,"Apartamento, 0.00 de área total, 59.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555529747653
 8444417063971 ,GO ,CIDADE OCIDENTAL ,PARQUE NAPOLIS B ,"QUADRA 78 (RUA 36), N. S/N, Apto 201, QD 78, LT 37 ","63.178,80","114.000,00",44.58,"Apartamento, 0.00 de área total, 48.44 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417063971
 8787702231995 ,GO ,CIDADE OCIDENTAL ,PARQUE NAPOLIS B ,"QUADRA 53, N. SN, Apto 112, LT 09, GARAGEM 112 ","64.841,40","117.000,00",44.58,"Apartamento, 0.00 de área total, 47.37 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702231995
 8444421768640 ,GO ,CIDADE OCIDENTAL ,PARQUE NAPOLIS A ,"QUADRA 4 (RUA 01), N. S/N, Apto 101, QD 04, LT 04 ","62.624,60","113.000,00",44.58,"Apartamento, 0.00 de área total, 52.16 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421768640
 8787705470699 ,GO ,CIDADE OCIDENTAL ,PARQUE NAPOLIS A ,"QUADRA 26, N. SN, Apto 101, LT 32, RUA 15, GARAGEM 101 ","64.287,20","116.000,00",44.58,"Apartamento, 0.00 de área total, 51.31 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705470699
 8787705497570 ,GO ,CIDADE OCIDENTAL ,PARQUE NAPOLIS A ,"Q QUADRA 26, Apto 202, QD 26, LT 30 - RUA 15 - ED RES CAIOBÁ ","77.033,80","139.000,00",44.58,"Apartamento, 83.88 de área total, 49.78 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705497570
 8787705543700 ,GO ,CIDADE OCIDENTAL ,PARQUE NAPOLIS A ,"QUADRA 51, N. SN, Apto 112, BL 01, LT 09, RUA 12 ","55.420,00","100.000,00",44.58,"Apartamento, 0.00 de área total, 51.43 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705543700
 8787707335497 ,GO ,CIDADE OCIDENTAL ,PARQUE NAPOLIS A ,"QD 19 LT 21 RUA 05, Apto 101 ","43.227,60","78.000,00",44.58,"Apartamento, 0.00 de área total, 51.84 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707335497
 8787708546149 ,GO ,CIDADE OCIDENTAL ,PARQUE NAPOLIS A ,"QD 39 LT 07, Apto 101 ","51.540,60","93.000,00",44.58,"Apartamento, 0.00 de área total, 52.69 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708546149
 8444424447070 ,GO ,CIDADE OCIDENTAL ,PARQUE ARAGUARI ,"QUADRA 52 (RUA PORTO ALEGRE), N. S/N, Apto 101, QD 52, LT 07 ","65.395,60","118.000,00",44.58,"Apartamento, 0.00 de área total, 50.63 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424447070
 8444425064736 ,GO ,CIDADE OCIDENTAL ,PARQUE ARAGUARI ,"RUA FLORIANÓPOLIS, Apto 203, QUADRA 33, LOTE 02 ","52.649,00","95.000,00",44.58,"Apartamento, 64.66 de área total, 42.75 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425064736
 8787706839190 ,GO ,CIDADE OCIDENTAL ,PARQUE ARAGUARI ,"QUADRA 52, N. SN, Apto 201, LT 07D, RUA PORTO ALEGRE ","58.745,20","106.000,00",44.58,"Apartamento, 0.00 de área total, 46.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706839190
 8555539980890 ,GO ,CIDADE OCIDENTAL ,MANSOES RECREIO MOSSORO ,"QUADRA 01, N. SN, Apto 102, BL 19, CH 04 ","77.588,00","140.000,00",44.58,"Apartamento, 42.00 de área total, 42.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539980890
 8787702182099 ,GO ,CIDADE OCIDENTAL ,MANSOES RECREIO MOSSORO ,"RUA DUQUE DE CAXIAS QUADRA 5, N. SN, Apto 203, CHÁCARA 1, BL 17 ","59.576,50","107.500,00",44.58,"Apartamento, 0.00 de área total, 50.23 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702182099
